Username,Site,Customer,Updated By,ImageAttached,Route,Operator,Timedate,Annotation,Comment,Overall Result,Beta-lactams Result,Beta-lactams Level,Ceftiofur Result,Ceftiofur Level,Tetracyclines Result,Tetracyclines Level,Sulfonamides Result,Sulfonamides Level,Raw QR,Test Type,Batch Number
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"133","VS",25-03-2026 03:30,,,Negative,Negative,2.26,Negative,2.95,Negative,3.53,Negative,2.76,05251106E008020884,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"56","NM",25-03-2026 05:04,,,Negative,Negative,2.52,Negative,3.35,Negative,4.38,Negative,3.13,05251106E008001536,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"142","MS",25-03-2026 05:20,,,Negative,Negative,1.73,Negative,2.28,Negative,2.75,Negative,2.14,,MilkSafe™ FAST CM1-3BTS ,
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"664","JK",25-03-2026 04:15,,,Negative,Negative,2.03,Negative,3.28,Negative,3.76,Negative,2.95,05250428E002020326,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"63","HS",25-03-2026 06:08,,,Negative,Negative,1.93,Negative,2.85,Negative,3.56,Negative,2.72,,MilkSafe™ FAST CM1-3BTS ,
Sjk2,Seinäjoki,Valio,Sjk2,False,"216","JP",25-03-2026 04:35,,,Negative,Negative,1.53,Negative,2.93,Negative,3.3,Negative,2.8,05250725E007000645,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"381","HL",25-03-2026 06:06,,,Negative,Negative,2,Negative,2.84,Negative,3.76,Negative,2.67,05250725E007020519,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"323","VM",25-03-2026 04:54,,,Negative,Negative,2.11,Negative,3.26,Negative,4.25,Negative,3.22,05250725E007003062,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu1,Oulu,Valio,Oulu1,False,"39","jj",25-03-2026 05:44,,,Negative,Negative,1.94,Negative,2.82,Negative,4.03,Negative,2.83,,MilkSafe™ FAST CM1-3BTS ,
Sjk2,Seinäjoki,Valio,Sjk2,False,"293","AH",25-03-2026 05:36,,,Negative,Negative,2.65,Negative,3.6,Negative,4.71,Negative,3.44,05250725E007023930,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"407","KT",25-03-2026 07:16,,,Negative,Negative,2.15,Negative,2.7,Negative,3.6,Negative,2.72,05251106E008004245,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"726","PS",25-03-2026 07:30,,,Negative,Negative,1.73,Negative,2.7,Negative,3.38,Negative,2.63,05250725E007020914,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"463","HH",25-03-2026 07:41,,,Negative,Negative,2.77,Negative,3.62,Negative,4.74,Negative,3.48,05251106E008001766,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"300","TK",25-03-2026 06:29,,,Negative,Negative,2.42,Negative,3.29,Negative,4.19,Negative,3.02,05250725E007001725,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"45","MP",25-03-2026 07:17,,,Negative,Negative,2.76,Negative,3.52,Negative,4.31,Negative,3.39,05251106E008021104,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"69","TN",25-03-2026 07:45,,,Negative,Negative,1.58,Negative,3.58,Negative,1.65,Negative,3.06,05251106E008019986,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"70","TN",25-03-2026 10:50,,,Negative,Negative,1.89,Negative,2.9,Negative,3.52,Negative,2.72,05251106E008020342,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"11","LK",25-03-2026 11:44,,,Negative,Negative,1.69,Negative,2.91,Negative,3.53,Negative,2.74,05250725E007002777,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"200","JJ",25-03-2026 11:21,,,Negative,Negative,2.22,Negative,2.98,Negative,4.26,Negative,2.93,05250725E007003373,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"642","nrt",25-03-2026 13:19,,,Negative,Negative,1.56,Negative,2.32,Negative,3.02,Negative,2.28,05250725E007022123,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"111","IH",25-03-2026 12:28,,,Negative,Negative,2.36,Negative,3.2,Negative,3.95,Negative,3.01,,MilkSafe™ FAST CM1-3BTS ,
Sjk5,Seinäjoki,Valio,Sjk5,False,"170","th",25-03-2026 12:57,,,Negative,Negative,2.16,Negative,3.48,Negative,3.88,Negative,3.22,,MilkSafe™ FAST CM1-3BTS ,
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"744","tp",25-03-2026 14:06,,,Negative,Negative,1.98,Negative,3.36,Negative,4.04,Negative,3.14,05250725E007020752,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"806","AH",25-03-2026 12:46,,,Negative,Negative,1.8,Negative,3.27,Negative,3.7,Negative,3,05250428E002018626,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk6,Seinäjoki,Valio,Sjk6,False,"162","OP",25-03-2026 13:13,,,Negative,Negative,2.53,Negative,3.33,Negative,4.28,Negative,3.1,05250725E007002754,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"180","JL",25-03-2026 14:35,,,Negative,Negative,2.02,Negative,2.97,Negative,3.54,Negative,2.76,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"478","JK",25-03-2026 14:17,,,Negative,Negative,1.91,Negative,3.23,Negative,3.82,Negative,2.93,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"478","JK",25-03-2026 14:11,Original,,Positive,Negative,1.34,Positive,0.99,Negative,1.41,Positive,0.68,,MilkSafe™ FAST CM1-3BTS ,
Oulu2,Oulu,Valio,Oulu2,False,"870","MP",25-03-2026 14:03,,,Negative,Negative,1.81,Negative,2.72,Negative,3.51,Negative,2.66,05250725E007002524,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"831","TL",25-03-2026 14:53,,,Negative,Negative,2.61,Negative,3.14,Negative,3.88,Negative,2.99,05250725E007021723,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"322","TP",25-03-2026 13:45,,,Negative,Negative,2.14,Negative,3.16,Negative,4.18,Negative,3,05250725E007002833,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"27","JL",25-03-2026 14:30,,,Negative,Negative,1.41,Negative,2.3,Negative,3.41,Negative,2.47,05250725E007003555,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"802","SS",25-03-2026 13:54,,,Negative,Negative,2.19,Negative,3.43,Negative,3.79,Negative,3.13,05250428E002021201,MilkSafe™ FAST CM1-3BTS ,250428E002
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"602","MR",25-03-2026 14:04,,,Negative,Negative,2.07,Negative,3.19,Negative,3.64,Negative,2.91,05250428E002020331,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"516","AV",25-03-2026 15:36,,,Negative,Negative,1.73,Negative,2.38,Negative,3.01,Negative,2.23,05251106E008002044,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"462","HH",25-03-2026 15:36,,,Negative,Negative,2.23,Negative,3.17,Negative,3.79,Negative,2.96,,MilkSafe™ FAST CM1-3BTS ,
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"804","SH",25-03-2026 14:20,,,Negative,Negative,3.2,Negative,3.75,Negative,4.53,Negative,3.48,05250428E002020397,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"406","KT",25-03-2026 16:01,,,Negative,Negative,2,Negative,2.6,Negative,3.65,Negative,2.6,05251106E008002792,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"71","TN",25-03-2026 14:39,,,Negative,Negative,1.99,Negative,2.88,Negative,3.55,Negative,2.69,05251106E008023345,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"491","TV",25-03-2026 16:14,,,Negative,Negative,1.81,Negative,2.37,Negative,3.5,Negative,2.46,05251106E008017560,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"215","JO",25-03-2026 14:55,,,Negative,Negative,2.29,Negative,3.36,Negative,4.13,Negative,3.17,05250725E007001520,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"132","AL",25-03-2026 15:01,,,Negative,Negative,2.16,Negative,3,Negative,3.75,Negative,3,05251106E008021323,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"93","MM",25-03-2026 15:59,,,Negative,Negative,1.95,Negative,2.85,Negative,3.88,Negative,2.75,,MilkSafe™ FAST CM1-3BTS ,
Aanekoski1,Äänekoski,Valio,Aanekoski1,False,"347","NV",25-03-2026 15:40,,,Negative,Negative,1.95,Negative,3.16,Negative,3.56,Negative,2.81,05250428E002018300,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"434","HR",25-03-2026 16:33,,,Negative,Negative,2.25,Negative,3.15,Negative,3.96,Negative,2.9,05251106E008018963,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"292","AS",25-03-2026 15:09,,,Negative,Negative,2.14,Negative,3.61,Negative,4.4,Negative,3.26,05250725E007011331,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"152","JT",25-03-2026 15:16,,,Negative,Negative,2.19,Negative,2.96,Negative,3.88,Negative,2.92,05250725E007003380,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"648","PJ",25-03-2026 15:21,,,Negative,Negative,2.66,Negative,3.53,Negative,5,Negative,3.51,05250725E007003629,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"57","SK",25-03-2026 17:01,,,Negative,Negative,1.71,Negative,2.48,Negative,3.29,Negative,2.44,05251106E008018879,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"626","TT",25-03-2026 16:51,,,Negative,Negative,2.26,Negative,2.89,Negative,3.8,Negative,2.83,05250725E007022200,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"298","TK",25-03-2026 15:25,,,Negative,Negative,2.52,Negative,3.24,Negative,4.31,Negative,3.07,05250725E007001524,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"457","TH",25-03-2026 16:52,,,Negative,Negative,2.03,Negative,3.22,Negative,3.94,Negative,2.97,05251106E008001492,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"38","JK",25-03-2026 15:30,,,Negative,Negative,1.49,Negative,2.98,Negative,2.18,Negative,2.57,05251106E008020968,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"50","LP",25-03-2026 17:08,,,Negative,Negative,1.76,Negative,2.86,Negative,2.22,Negative,2.73,05251106E008004329,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"62","PS",25-03-2026 17:07,,,Negative,Negative,2.07,Negative,2.82,Negative,3.7,Negative,2.73,05251106E008018760,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"143","EK",25-03-2026 15:43,,,Negative,Negative,2.26,Negative,2.87,Negative,3.65,Negative,2.6,05250725E007002657,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"830","MK",25-03-2026 17:24,,,Negative,Negative,2.33,Negative,3.27,Negative,3.95,Negative,3.08,05250725E007016519,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti1,Lapinlahti,Valio,Lapinlahti1,False,"581","JV",25-03-2026 17:16,,,Negative,Negative,2.05,Negative,2.94,Negative,3.6,Negative,2.71,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"408","JT",25-03-2026 18:03,,,Negative,Negative,1.72,Negative,2.71,Negative,3.76,Negative,2.64,05251106E008002763,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"960","PR",25-03-2026 18:13,,,Negative,Negative,1.8,Negative,2.71,Negative,3.45,Negative,2.6,05251106E008001584,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"775","MK",25-03-2026 18:15,,,Negative,Negative,2.28,,,Negative,3.7,Negative,2.91,05250725E007021615,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"72","TN",25-03-2026 16:55,,,Negative,Negative,2.08,Negative,3.32,Negative,3.81,Negative,3.1,05251106E008023422,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"574","JL",25-03-2026 18:49,,,Negative,Negative,1.38,Negative,2.39,Negative,2.49,Negative,2.25,05251106E008001872,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"205","JJ",25-03-2026 17:15,,,Negative,Negative,2.13,Negative,3.15,Negative,4.06,Negative,2.95,05250725E007003793,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"503","VR",25-03-2026 18:55,,,Negative,Negative,1.6,Negative,2.5,Negative,3.06,Negative,2.32,05251106E008019017,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"777","HR",25-03-2026 17:18,,,Negative,Negative,1.76,Negative,3.2,Negative,3.65,Negative,3.09,05250428E002019494,MilkSafe™ FAST CM1-3BTS ,250428E002
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"685","JN",25-03-2026 17:43,,,Negative,Negative,1.56,Negative,3.17,Negative,3.71,Negative,2.82,05250428E002020369,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk5,Seinäjoki,Valio,Sjk5,False,"222","pt",25-03-2026 18:21,,,Negative,Negative,2.42,Negative,3.27,Negative,3.88,Negative,3,05250725E007003623,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"6","SH",25-03-2026 19:51,,,Negative,Negative,1.97,Negative,2.81,Negative,3.54,Negative,2.68,05250725E007023933,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"959","HK",25-03-2026 20:14,,,Negative,Negative,1.96,Negative,2.55,Negative,3.78,Negative,2.73,05250725E007002790,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"318","SN",25-03-2026 19:41,,,Negative,Negative,2.47,Negative,3.26,Negative,4.23,Negative,3.04,05250725E007012969,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"546","SM",25-03-2026 21:22,,,Negative,Negative,1.38,Negative,2.44,Negative,3.22,Negative,2.33,05251106E008018889,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"73","JV",25-03-2026 20:06,,,Negative,Negative,2.47,Negative,3.46,Negative,4.23,Negative,3.41,05251106E008021027,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"36","VL",25-03-2026 21:38,,,Negative,Negative,1.78,Negative,2.56,Negative,3.15,Negative,2.22,05250725E007007072,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"724","JK",25-03-2026 23:42,,,Negative,Negative,2.22,Negative,3.27,Negative,3.91,Negative,3.11,05250725E007020561,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"91","MR",25-03-2026 22:16,,,Negative,Negative,2.89,Negative,3.25,Negative,4.21,Negative,3.23,05251106E008020468,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"74","JV",25-03-2026 22:24,,,Negative,Negative,2.85,Negative,3.33,Negative,4.37,Negative,3.34,05251106E008020356,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"615","JN",25-03-2026 22:54,,,Negative,Negative,2.06,Negative,3.12,Negative,3.69,Negative,2.85,05250428E002020368,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"382","MK",26-03-2026 01:11,,,Negative,Negative,2.3,Negative,3.08,Negative,3.86,Negative,2.94,05250725E007021509,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"218","aa",25-03-2026 23:55,,,Negative,Negative,2.35,Negative,3.38,Negative,4.28,Negative,3.22,05250725E007019702,MilkSafe™ FAST CM1-3BTS ,250725E007
Aanekoski1,Äänekoski,Valio,Aanekoski1,False,"171","PK",26-03-2026 00:34,,,Negative,Negative,2.47,Negative,5,Negative,3.82,Negative,4.02,05250428E002017810,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk2,Seinäjoki,Valio,Sjk2,False,"336","MH",26-03-2026 00:09,,,Negative,Negative,2.54,Negative,3.07,Negative,4.39,Negative,3.04,05250725E007001620,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"493","HK",26-03-2026 02:47,,,Negative,Negative,1.83,Negative,2.64,Negative,3.35,Negative,2.49,05251106E008001649,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"575","SL",26-03-2026 02:56,,,Negative,Negative,2.27,Negative,2.92,Negative,3.85,Negative,2.83,05251106E008001375,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"112","jpm",26-03-2026 01:19,,,Negative,Negative,2.44,Negative,3.04,Negative,3.7,Negative,2.86,05251106E008020771,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"61","HS",26-03-2026 03:03,,,Negative,Negative,1.82,Negative,3.06,Negative,3.9,Negative,2.84,,MilkSafe™ FAST CM1-3BTS ,
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"641","AN",26-03-2026 02:57,,,Negative,Negative,2.02,Negative,2.48,Negative,3.29,Negative,2.45,05250725E007021647,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"296","MW",26-03-2026 01:32,,,Negative,Negative,2.41,Negative,3.05,Negative,4.36,Negative,2.98,05250725E007011498,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu1,Oulu,Valio,Oulu1,False,"28","jpl",26-03-2026 02:15,,,Negative,Negative,1.82,Negative,2.9,Negative,4.43,Negative,3.01,,MilkSafe™ FAST CM1-3BTS ,
Sjk6,Seinäjoki,Valio,Sjk6,False,"151","ol",26-03-2026 01:39,,,Negative,Negative,2.11,Negative,2.84,Negative,3.67,Negative,2.79,05250725E007000041,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"160","SS",26-03-2026 03:17,,,Negative,Negative,2.22,Negative,3.41,Negative,4.82,Negative,3.27,05251106E008002631,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"294","AH",26-03-2026 01:40,,,Negative,Negative,2.08,Negative,3.04,Negative,4.03,Negative,3.15,05250725E007000489,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"41","05251106E008020955",26-03-2026 01:48,,,Negative,Negative,1.49,Negative,2.63,Negative,3.24,Negative,2.51,05251106E008020955,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"401","LT",26-03-2026 03:34,,,Negative,Negative,1.88,Negative,2.74,Negative,4.24,Negative,2.83,05251106E008002537,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"75","jv",26-03-2026 02:07,,,Negative,Negative,2.4,Negative,3.1,Negative,3.2,Negative,2.84,05251106E008020114,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"418","late",26-03-2026 03:49,,,Negative,Negative,1.74,Negative,2.34,Negative,3.55,Negative,2.54,05251106E008002958,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"435","AA",26-03-2026 03:39,,,Negative,Negative,1.65,Negative,2.59,Negative,3.31,Negative,2.48,05251106E008002775,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"320","TN",26-03-2026 02:28,,,Negative,Negative,1.99,Negative,3.11,Negative,4.22,Negative,3.07,05250725E007003032,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"181","RR",26-03-2026 04:05,,,Negative,Negative,2.08,Negative,2.87,Negative,3.8,Negative,2.73,05251106E008017861,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"58","nm",26-03-2026 04:23,,,Negative,Negative,2.01,Negative,2.89,Negative,3.69,Negative,2.79,05251106E008001480,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"51","MR",26-03-2026 02:54,,,Negative,Negative,1.9,Negative,3.14,Negative,3.36,Negative,2.99,05251106E008020241,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"458","PR",26-03-2026 05:04,,,Negative,Negative,2.1,Negative,2.82,Negative,3.71,Negative,2.73,05251106E008018934,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"506","jk",26-03-2026 05:20,,,Negative,Negative,2.04,Negative,3.11,Negative,4.23,Negative,2.91,05251106E008002651,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"305","JH",26-03-2026 03:43,,,Negative,Negative,1.57,Negative,2.7,Negative,2.85,Negative,2.65,05250725E007000491,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"745","JK",26-03-2026 05:17,,,Negative,Negative,1.97,Negative,2.86,Negative,3.41,Negative,2.73,05250725E007021576,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"131","HT",26-03-2026 03:52,,,Negative,Negative,2.06,Negative,3.46,Negative,2.64,Negative,2.98,05251106E008021245,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"204","MM",26-03-2026 03:58,,,Negative,Negative,2.44,Negative,3.27,Negative,4.59,Negative,3.17,05250725E007002704,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"961","rs",26-03-2026 06:09,,,Negative,Negative,1.63,Negative,2.58,Negative,3.33,Negative,2.47,05251106E008001589,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"226","NM",26-03-2026 04:31,,,Negative,Negative,1.92,Negative,2.98,Negative,3.88,Negative,2.81,05250725E007000108,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"344","JR",26-03-2026 06:05,,,Negative,Negative,2.26,Negative,3.07,Negative,3.86,Negative,2.78,05250725E007016513,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"476","ey",26-03-2026 06:20,,,Negative,Negative,1.8,Negative,2.73,Negative,3.81,Negative,2.77,05251106E008004087,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"476","Ey",26-03-2026 06:07,Confirmation,,Negative,Negative,1.76,Negative,2.45,Negative,3.25,Negative,2.37,05251106E008001968,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"476","Ey",26-03-2026 06:00,Original,,Positive,Positive,1.01,Negative,2.51,Negative,2.06,Negative,2.55,05251106E008018561,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"476","Ey",26-03-2026 06:13,SecondConfirmation,,Negative,Negative,1.66,Negative,2.63,Negative,3.59,Negative,2.62,05251106E008004094,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"383","HL",26-03-2026 06:35,,,Negative,Negative,2.21,Negative,2.98,Negative,3.53,Negative,2.85,05250725E007021808,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"303","JH",26-03-2026 05:51,,,Negative,Negative,1.84,Negative,2.76,Negative,3.59,Negative,2.57,05250725E007000221,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"779","JS",26-03-2026 06:06,,,Negative,Negative,1.96,Negative,3.15,Negative,3.47,Negative,2.89,05250428E002018634,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"416","jt",26-03-2026 08:28,,,Negative,Negative,1.67,Negative,2.7,Negative,3.46,Negative,2.5,05251106E008002384,MilkSafe™ FAST CM1-3BTS ,251106E008
